host,tool,indent,user,time,method,request_path,status,size,referer,agent
192.168.4.25,acunetix,-,-,22/Dec/2016:16:20:55 +0300,POST,/index.php/component/search/ HTTP/1.1,303,401,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:18:51 +0300,POST,/index.php HTTP/1.1,404,3997,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:21:37 +0300,POST,/index.php/component/search/ HTTP/1.1,200,3084,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:18:20 +0300,GET,/templates/beez_20/images/nature/arrow1.gif HTTP/1.1,200,1984,http://192.168.4.161/index.php/component/users/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:34:32 +0300,GET,/index.php/component/search/?ordering=category&searchphrase=WEB-INF%5cweb.xml&searchword= HTTP/1.1,200,3115,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:28:05 +0300,POST,/index.php/component/search/ HTTP/1.1,303,364,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:37:26 +0300,GET,/DVWA/security.php?phpids=on9660639 HTTP/1.1,302,384,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:27:16 +0300,POST,/index.php/component/search/ HTTP/1.1,303,375,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:28:18 +0300,POST,/index.php/component/search/ HTTP/1.1,303,371,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:39:38 +0300,GET,/index.php/component/search/?searchword=ul.menuu0022onmouseover=kzsy(9660)u0022&ordering=category&searchphrase=any&areas[0]=categories HTTP/1.1,200,3278,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:18:47 +0300,POST,/index.php HTTP/1.1,200,1814,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:35:35 +0300,GET,/index.php/component/search/?ordering=newest&searchphrase=any&searchword=invalid../../../../../../../../../../etc/passwd/././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././. HTTP/1.1,200,3356,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:20:47 +0300,POST,/index.php/component/search/ HTTP/1.1,303,377,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:19:16 +0300,POST,/index.php HTTP/1.1,200,1749,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:28:41 +0300,POST,/index.php/component/search/ HTTP/1.1,500,2011,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:20:29 +0300,POST,/index.php/component/search/ HTTP/1.1,303,363,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:26:03 +0300,POST,/index.php/component/search/ HTTP/1.1,303,370,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:35:38 +0300,GET,/index.php/component/search/?ordering=oldest&searchphrase=any&searchword=../../../../../../../../../../../../../../../proc/version HTTP/1.1,200,3228,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:25:38 +0300,POST,/index.php/component/search/ HTTP/1.1,200,3089,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:26:04 +0300,POST,/index.php/component/search/ HTTP/1.1,303,372,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:26:38 +0300,POST,/index.php/component/search/ HTTP/1.1,200,3053,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:26:46 +0300,POST,/index.php/component/search/ HTTP/1.1,303,394,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:40:12 +0300,GET,/index.php/component/content/-1%20OR%203*2<(0%2b5%2b172-172)/2-uncategorised/1-testsayfasi HTTP/1.1,500,2065,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:18:11 +0300,GET,/backup.zip HTTP/1.1,404,502,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:24:47 +0300,POST,/index.php/component/search/ HTTP/1.1,303,393,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:39:36 +0300,POST,/index.php/component/users/?task=registration.register HTTP/1.1,500,2007,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:25:14 +0300,POST,/index.php/component/search/ HTTP/1.1,303,411,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:38:03 +0300,POST,/index.php/component/users/?task=user.login HTTP/1.1,200,237,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:18:12 +0300,GET,/examples/jsp/snp/snoop.jsp HTTP/1.1,404,517,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:22:58 +0300,POST,/index.php/component/search/ HTTP/1.1,200,3086,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:31:55 +0300,POST,/index.php/component/search/ HTTP/1.1,303,382,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:20:35 +0300,POST,/index.php/component/search/ HTTP/1.1,303,383,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:23:03 +0300,POST,/index.php/component/search/ HTTP/1.1,303,359,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:38:24 +0300,POST,/index.php/component/search/ HTTP/1.1,200,3057,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:20:51 +0300,POST,/index.php/component/search/ HTTP/1.1,303,405,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:27:51 +0300,POST,/index.php/component/search/ HTTP/1.1,500,2011,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:22:39 +0300,POST,/index.php/component/search/ HTTP/1.1,303,331,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:20:36 +0300,POST,/index.php/component/search/ HTTP/1.1,303,383,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:20:35 +0300,POST,/index.php/component/search/ HTTP/1.1,303,389,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:27:28 +0300,POST,/index.php/component/search/ HTTP/1.1,303,399,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:36:35 +0300,POST,/index.php/component/users/?task=remind.remind HTTP/1.1,200,237,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:24:02 +0300,POST,/index.php/component/search/ HTTP/1.1,200,3055,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:19:00 +0300,GET,"/index.php/component/content/?format=(select(0)from(select(sleep(2)))v)/*'%2b(select(0)from(select(sleep(2)))v)%2b'\""%2b(select(0)from(select(sleep(2)))v)%2b\""*/&type=atom&view=featured HTTP/1.1",500,2177,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:28:35 +0300,POST,/index.php/component/search/ HTTP/1.1,303,370,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:26:48 +0300,POST,/index.php/component/search/ HTTP/1.1,303,389,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:38:37 +0300,POST,/index.php/component/users/?task=registration.register HTTP/1.1,200,237,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:28:08 +0300,POST,/index.php/component/search/ HTTP/1.1,303,368,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:36:40 +0300,POST,/index.php/component/users/?task=,print(md5(acunetix_wvs_security_test)), HTTP/1.1,200,2802
192.168.4.25,acunetix,-,-,22/Dec/2016:16:30:49 +0300,POST,/DVWA/login.php HTTP/1.1,302,469,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:20:01 +0300,POST,/index.php/component/search/ HTTP/1.1,303,374,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:21:39 +0300,POST,/index.php/component/search/ HTTP/1.1,303,375,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:20:23 +0300,POST,/index.php/component/search/ HTTP/1.1,303,382,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:18:53 +0300,POST,/index.php HTTP/1.1,200,1844,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:36:59 +0300,POST,/index.php/component/search/ HTTP/1.1,303,357,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:22:16 +0300,POST,/index.php/component/search/ HTTP/1.1,200,3052,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:34:40 +0300,POST,/index.php/component/search/ HTTP/1.1,200,3054,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:21:18 +0300,POST,/index.php/component/search/ HTTP/1.1,303,372,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:38:45 +0300,POST,/index.php/component/users/?task=registration.register HTTP/1.1,200,237,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:19:24 +0300,GET,/index.php/component/content/category9505255/2-uncategorised HTTP/1.1,500,2067,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:34:55 +0300,POST,/index.php/component/search/ HTTP/1.1,200,3057,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:30:13 +0300,POST,/index.php/component/search/ HTTP/1.1,303,371,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:24:57 +0300,POST,/index.php/component/search/ HTTP/1.1,200,3055,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:28:54 +0300,POST,/index.php/component/search/ HTTP/1.1,303,382,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:36:02 +0300,GET,/DVWA/vulnerabilities/fi?page=../../../../../../../../../../../../../../../proc/version HTTP/1.1,301,737,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:29:12 +0300,POST,/index.php/component/search/ HTTP/1.1,500,2011,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:21:31 +0300,POST,/index.php/component/search/ HTTP/1.1,303,408,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:20:55 +0300,POST,/index.php/component/search/ HTTP/1.1,303,430,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:29:14 +0300,POST,/index.php/component/search/ HTTP/1.1,303,385,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:22:59 +0300,POST,/index.php/component/search/ HTTP/1.1,303,401,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:20:10 +0300,POST,/index.php/component/search/ HTTP/1.1,303,354,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:40:21 +0300,GET,/index.php/component/content/article/-1%20OR%203*2<(0%2b5%2b763-763)%20--%20-uncategorised/1-testsayfasi HTTP/1.1,200,3259,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:32:10 +0300,POST,/administrator/index.php HTTP/1.1,303,382,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:24:31 +0300,POST,/index.php/component/search/ HTTP/1.1,200,3085,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:26:03 +0300,POST,/index.php/component/search/ HTTP/1.1,303,364,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:25:54 +0300,POST,/index.php/component/search/ HTTP/1.1,303,372,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:29:59 +0300,POST,/index.php/component/search/ HTTP/1.1,200,3088,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:23:50 +0300,POST,/index.php/component/search/ HTTP/1.1,303,378,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:21:00 +0300,POST,/index.php/component/search/ HTTP/1.1,303,373,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:29:10 +0300,POST,/index.php/component/search/ HTTP/1.1,303,374,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:28:14 +0300,POST,/index.php/component/search/ HTTP/1.1,500,2011,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:25:06 +0300,POST,/index.php/component/search/ HTTP/1.1,303,356,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:22:17 +0300,POST,/index.php/component/search/ HTTP/1.1,500,2017,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:18:41 +0300,POST,/index.php HTTP/1.1,404,3997,-,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:21:21 +0300,POST,/index.php/component/search/ HTTP/1.1,303,349,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
192.168.4.25,acunetix,-,-,22/Dec/2016:16:23:01 +0300,POST,/index.php/component/search/ HTTP/1.1,303,445,http://192.168.4.161/DVWA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21"""
